Date,Ticker,Action,Shares,Price,Total
1990-09-05,Stock_01,SELL,5,101.79245429516016,553.1522629919461
1990-09-05,Stock_06,SELL,5,97.81715771557592,450.5340999167594
1990-09-05,Stock_08,SELL,6,101.9487135844478,563.4762610379157
1990-09-05,Stock_09,BUY,54,108.58370800712238,-5649.82977816574
1990-09-05,FX_01,BUY,14,92.11760195011648,-1289.6464273016306
1990-09-05,FX_05,SELL,18,92.01124274948708,1656.2023694907675
1990-09-05,FX_06,SELL,39,96.35559449358352,3757.8681852497575
1990-09-07,FX_01,SELL,5,89.61746830077671,448.0873415038835
1990-09-10,Stock_02,SELL,7,100.41369836677303,692.2893472883219
1990-09-10,Stock_03,SELL,10,108.8052723006352,1071.6342514971313
1990-09-10,Stock_04,SELL,8,123.29272693683755,895.305602205602
1990-09-10,Stock_05,SELL,6,91.32181909413131,597.2645605478945
1990-09-10,Stock_06,SELL,6,99.4644050194664,541.7049402248751
1990-09-10,Stock_07,SELL,5,184.66527695706608,1006.4592319802028
1990-09-10,Stock_10,SELL,7,116.16044269055187,886.333655187338
1990-09-10,Stock_11,SELL,6,118.92182300735546,713.5309380441328
1990-09-10,Stock_12,BUY,63,90.3227395815447,-5604.466751301587
1990-09-10,Stock_14,SELL,8,124.76234961631307,998.0987969305046
1990-09-10,FX_01,BUY,9,90.770317971013,-816.932861739117
1990-09-10,FX_05,SELL,8,91.7400680968161,733.9205447745288
1990-09-10,FX_06,SELL,33,98.49102243282334,3250.20374028317
1990-09-11,Stock_09,SELL,5,114.59229753446895,552.2718466521422
1990-09-12,FX_06,SELL,8,96.42701548067078,771.4161238453662
1990-09-17,FX_01,BUY,7,94.52810999054624,-661.6967699338237
1990-09-24,Stock_05,BUY,5,85.26695761689504,-458.8536437725641
1990-09-26,Stock_06,BUY,6,90.40902516642412,-520.4017236133157
1990-09-27,Stock_07,SELL,5,210.876368336449,1148.5856490116673
1990-09-28,Stock_12,SELL,6,97.90183366988144,564.814241713502
1990-10-01,Stock_01,BUY,5,90.75730353479749,-502.1607063870553
1990-10-03,FX_05,BUY,5,90.31848482960405,-451.5924241480202
1990-10-05,Stock_04,BUY,5,114.5194505259106,-544.5185499456617
1990-10-05,Comm_01,SELL,5,169.48298287200228,847.4149143600114
1990-10-09,Stock_01,SELL,6,100.70064708083774,668.5538550063205
1990-10-12,Stock_04,BUY,8,94.88287824239028,-712.5872389807186
1990-10-12,FX_01,SELL,5,93.8772163351122,469.38608167556094
1990-10-16,Stock_01,SELL,57,96.9182755691656,6194.197390596809
1990-10-16,Stock_04,BUY,7,94.25034338183164,-618.938677722412
1990-10-16,Stock_09,BUY,6,114.16310985499815,-676.1664770363882
1990-10-16,Stock_12,BUY,7,97.67112417333531,-674.9021643542101
1990-10-16,FX_01,SELL,10,93.81378139386824,938.1378139386824
1990-10-16,FX_05,SELL,33,89.18575497495038,2943.1299141733625
1990-10-16,FX_06,SELL,12,98.71350997930456,1184.5621197516548
1990-10-17,Stock_05,BUY,6,87.36286675621396,-588.151754756282
1990-10-23,Stock_03,BUY,9,109.0846108194729,-955.4291159019596
1990-10-23,Stock_04,BUY,7,93.64526503252765,-613.9138368243392
1990-10-23,Stock_05,SELL,72,86.49789834853068,7021.638911297538
1990-10-23,Stock_06,BUY,10,95.20441001182115,-891.6216900731409
1990-10-23,Stock_07,BUY,7,205.70198368832257,-1623.442682586619
1990-10-23,Stock_08,BUY,5,107.64824278389328,-504.0812088035685
1990-10-23,Stock_09,BUY,5,113.30472689900772,-551.3285830522544
1990-10-23,Stock_10,BUY,8,122.729899031788,-1106.9826243367386
1990-10-23,Stock_11,BUY,6,126.31242596085076,-757.8745557651046
1990-10-23,Stock_12,BUY,6,97.44044865629188,-568.9616589874486
1990-10-23,FX_01,SELL,14,93.65340218614156,1311.147630605982
1990-10-23,FX_05,SELL,42,88.69508614397486,3725.1936180469443
1990-10-23,FX_06,SELL,23,97.31784333122695,2238.31039661822
1990-10-24,Stock_14,BUY,5,137.0870409985673,-685.4352049928365
1990-10-25,Stock_02,BUY,5,109.01058551816642,-522.188508943435
1990-10-29,FX_01,SELL,8,92.55751047807536,740.4600838246029
1990-10-31,FX_01,BUY,5,94.74323117877007,-473.7161558938504
1990-10-31,FX_06,SELL,5,96.18676675575011,480.93383377875057
1990-11-01,FX_05,BUY,5,87.99633991663264,-439.98169958316316
1990-11-05,FX_01,SELL,6,92.4182258377282,554.5093550263692
1990-11-08,FX_06,BUY,5,98.98619939315888,-494.9309969657944
1990-11-12,Stock_06,SELL,6,105.98498322014105,577.3226441016517
1990-11-15,Stock_02,SELL,13,120.0302528759906,1582.8437011915546
1990-11-15,Stock_03,SELL,11,117.74434397694876,1313.8225099616784
1990-11-15,Stock_04,SELL,12,96.10071925533028,1029.1667023166153
1990-11-15,Stock_06,SELL,10,107.26495109314024,957.2727173298194
1990-11-15,Stock_08,SELL,11,112.52047545300096,1104.5924900340392
1990-11-15,Stock_09,SELL,6,112.01721703993756,681.7732985002198
1990-11-15,Stock_10,SELL,11,133.1813601072842,1667.5371266975667
1990-11-15,Stock_11,SELL,9,132.24732995230883,1190.2259695707794
1990-11-15,Stock_12,SELL,7,96.02350339545843,681.8354008635657
1990-11-15,Stock_13,BUY,53,111.39336966229504,-5903.848592101637
1990-11-15,Stock_14,SELL,8,139.20852550389574,1113.668204031166
1990-11-15,Stock_15,BUY,66,89.48385588422289,-5905.934488358711
1990-11-15,FX_01,BUY,23,89.24375647163639,-2052.606398847637
1990-11-15,FX_05,SELL,19,87.85381373075872,1669.2224608844156
1990-11-15,FX_06,BUY,37,101.43876636647542,-3753.2343555595908
1990-11-16,Stock_04,SELL,61,94.22232545948428,5095.9720065890215
1990-11-16,Stock_13,BUY,5,110.49556445435276,-552.4778222717638
1990-11-16,Stock_15,BUY,6,87.92975939915706,-527.5785563949423
1990-11-16,FX_01,BUY,40,88.66319557576958,-3546.527823030783
1990-11-16,FX_05,BUY,9,87.36494128469023,-786.284471562212
1990-11-16,FX_06,SELL,15,103.00020180216714,1545.0030270325071
1990-11-19,Stock_06,BUY,5,105.94891091338266,-477.2566493189303
1990-11-19,FX_06,BUY,5,100.39335420807063,-501.96677104035314
1990-11-20,Stock_09,BUY,5,107.72531745408304,-548.9300493121169
1990-11-20,Stock_12,BUY,5,92.76121629403234,-472.67829176961175
1990-11-23,Stock_14,BUY,5,137.99624490543573,-689.9812245271787
1990-11-26,Stock_10,BUY,6,127.20908919609492,-875.9770470292648
1990-11-26,Stock_11,BUY,5,128.77597573974214,-643.8798786987106
1990-11-26,FX_06,SELL,6,101.3415858119763,608.0495148718578
1990-11-29,Stock_08,BUY,6,107.78617259446892,-574.1045118676543
1990-11-30,Stock_09,SELL,5,119.31333921750094,612.342281848289
1990-12-03,Stock_01,BUY,55,111.69679751665063,-7101.682094377902
1990-12-03,Stock_06,SELL,5,105.84077605022028,472.9309342767675
1990-12-03,Stock_07,SELL,5,207.39849792868824,1198.7632687836958
1990-12-03,Stock_08,SELL,5,109.53282641766768,489.4282134430246
1990-12-03,Stock_12,SELL,6,95.79286185791766,591.0836556866035
1990-12-03,Stock_13,SELL,5,112.6364020321551,563.1820101607755
1990-12-03,Stock_14,SELL,5,136.58193498583665,682.9096749291832
1990-12-03,FX_01,BUY,9,89.36649029337559,-804.2984126403803
1990-12-03,FX_05,BUY,45,86.5051938649745,-3892.7337239238527
1990-12-03,FX_06,BUY,17,102.8405882272859,-1748.2899998638604
1990-12-04,Stock_09,SELL,6,127.0386490745351,788.4711543960451
1990-12-04,Idx_04,SELL,5,119.33411462632792,596.6705731316396
1990-12-12,Stock_08,SELL,5,120.01264852360453,527.3020024804596
1990-12-13,Stock_05,BUY,59,93.81694823500192,-6330.308384812254
1990-12-13,Stock_06,SELL,5,110.5099324390968,489.9234113942564
1990-12-13,Stock_09,SELL,6,135.19316180513783,822.7385438247253
1990-12-13,Stock_10,SELL,5,122.8791845400622,702.6513403494347
1990-12-13,Stock_11,SELL,7,128.9999230039231,902.9994610274617
1990-12-13,Stock_12,SELL,5,98.62671840008193,500.1732434493276
1990-12-13,FX_01,BUY,6,88.66595075773093,-531.9957045463856
1990-12-13,FX_05,BUY,35,87.4396571128387,-3060.3879989493544
1990-12-13,FX_06,BUY,14,101.427534356433,-1419.9854809900621
1990-12-17,Stock_02,SELL,5,119.35215811983905,616.2310824437793
1990-12-17,Stock_03,SELL,5,117.74434397694876,607.9297239660644
1990-12-17,Idx_04,SELL,5,119.63950753646746,598.1975376823373
1990-12-19,Stock_08,SELL,5,127.18312317498108,554.4837728568206
1990-12-25,Stock_02,BUY,6,115.28329073990048,-723.7115040938188
1990-12-25,Stock_03,BUY,6,113.97314814447816,-715.4868493131906
1990-12-25,Stock_05,BUY,5,91.42160343865594,-524.9661487413787
1990-12-25,Stock_12,BUY,5,94.57356970079462,-494.75210108075873
1990-12-25,Stock_15,SELL,72,79.79113936084039,5744.962033980508
1990-12-25,Comm_01,SELL,5,210.55665305381947,1052.7832652690975
1990-12-25,FX_01,SELL,6,87.22902801849088,523.3741681109452
1990-12-25,FX_05,BUY,11,87.07380814728897,-957.8118896201787
1990-12-25,FX_06,SELL,9,104.62798488965184,941.6518640068666
1990-12-27,Stock_09,BUY,5,112.01721703993756,-574.6394761385319
1990-12-27,Idx_04,BUY,5,105.27334506932723,-526.3667253466361
1990-12-28,FX_05,SELL,9,87.8680407167264,790.8123664505376
1990-12-28,FX_06,BUY,7,103.07631498693456,-721.5342049085419
1990-12-28,Idx_04,BUY,6,95.60297713598204,-573.6178628158923
1990-12-31,Stock_09,BUY,8,104.72104928008086,-847.4203161219087
1990-12-31,Stock_12,BUY,8,83.30386555352837,-674.108868912715
1990-12-31,FX_01,BUY,8,88.29086462541657,-706.3269170033326
1990-12-31,FX_05,SELL,9,88.66625993857656,797.996339447189
1990-12-31,FX_06,BUY,7,101.1520990702938,-708.0646934920566
1990-12-31,Idx_04,BUY,7,101.08762254998912,-707.6133578499239
1991-01-01,Stock_10,BUY,5,110.5614376263882,-620.0606584298002
1991-01-01,Stock_12,SELL,5,82.87546897376919,403.99464686248643
1991-01-01,FX_06,SELL,5,97.4943857006358,487.471928503179
1991-01-01,Idx_04,SELL,5,99.6500267493143,498.2501337465715
1991-01-02,FX_06,SELL,9,99.14683374583294,892.3215037124965
1991-01-03,FX_05,BUY,5,88.2335761567982,-441.167880783991
1991-01-04,Stock_09,SELL,6,114.16310985499815,701.989864675427
1991-01-04,FX_01,SELL,6,87.125600197321,522.7536011839261
1991-01-04,FX_06,BUY,6,102.48346504211452,-614.9007902526871
1991-01-07,Stock_03,BUY,6,93.72059592469007,-573.4589422082806
1991-01-08,Stock_02,BUY,5,100.97465661690764,-517.1128720714335
1991-01-08,FX_05,BUY,5,88.68176544020938,-443.40882720104685
1991-01-10,FX_06,SELL,6,102.23983656138304,613.4390193682982
1991-01-14,Stock_01,BUY,6,100.62264643173818,-683.4248264835326
1991-01-14,Stock_06,BUY,6,109.9150429889008,-574.575782071792
1991-01-14,Stock_08,BUY,6,127.04519336440543,-664.1228475267623
1991-01-14,Stock_11,BUY,6,129.5715771301243,-777.4294627807458
1991-01-14,Stock_12,SELL,65,88.2094580359938,6029.167398284121
1991-01-14,FX_01,SELL,10,87.12422589414696,871.2422589414696
1991-01-14,FX_05,BUY,20,88.33976396451209,-1766.7952792902418
1991-01-14,FX_06,BUY,34,105.15473462518524,-3575.2609772562982
1991-01-16,Stock_02,BUY,5,102.56569690443447,-548.9921770396066
1991-01-18,Stock_01,BUY,6,104.09307746180328,-701.6117953334881
1991-01-18,Stock_02,BUY,8,98.64712764532116,-849.2855473300756
1991-01-18,Stock_03,BUY,10,100.15748652710688,-1077.8609042502255
1991-01-18,Stock_05,BUY,9,95.34727504959268,-963.9945488053454
1991-01-18,Stock_06,BUY,5,111.21304701527922,-484.8279132041028
1991-01-18,Stock_07,BUY,7,198.2373534607355,-1558.8607202745727
1991-01-18,Stock_09,BUY,9,116.7135151347648,-1130.4281426291543
1991-01-18,Stock_10,SELL,51,121.62995125567772,6968.422777529531
1991-01-18,Stock_13,BUY,8,112.91262867523828,-903.3010294019062
1991-01-18,Stock_14,BUY,6,142.3401958667792,-854.0411752006752
1991-01-18,FX_01,SELL,10,87.18903513856495,871.8903513856494
1991-01-18,FX_05,SELL,39,89.0176688768404,3471.689086196776
1991-01-18,FX_06,SELL,9,107.6166087652879,968.5494788875911
1991-01-22,Stock_01,BUY,5,106.6471289767054,-596.2449324575147
1991-01-22,Stock_02,BUY,7,101.16867547290664,-761.2211292883954
1991-01-22,Stock_03,SELL,68,100.43882571371464,7341.372650918616
1991-01-22,Stock_05,BUY,7,96.34533331581714,-754.109221967403
1991-01-22,Stock_06,BUY,6,112.09638362816182,-585.7281862716277
1991-01-22,Stock_08,BUY,7,135.96228150567848,-828.8381923227734
1991-01-22,Stock_09,BUY,7,117.57805929739756,-884.6898771732177
1991-01-22,Stock_11,BUY,8,135.7855130489797,-1086.2841043918377
1991-01-22,Stock_13,BUY,5,114.91535709016097,-574.5767854508049
1991-01-22,Stock_14,BUY,5,142.3401958667792,-711.7009793338959
1991-01-22,FX_01,SELL,13,87.08698819618238,1132.130846550371
1991-01-22,FX_05,BUY,17,89.4323147847504,-1520.3493513407568
1991-01-22,FX_06,BUY,40,107.48967020107966,-4299.5868080431865
1991-01-23,Stock_07,BUY,5,187.37964486007536,-1054.289648237085
1991-01-25,Stock_01,BUY,8,104.249032173909,-924.6044385349617
1991-01-25,Stock_02,BUY,9,100.75973867173238,-962.5828658607921
1991-01-25,Stock_05,BUY,7,96.24554070894725,-746.9174604202373
1991-01-25,Stock_06,BUY,8,109.08575739617685,-757.2882621931009
1991-01-25,Stock_07,SELL,40,189.3306724084437,8396.048213072432
1991-01-25,Stock_08,BUY,8,127.82657043006289,-887.3895519790283
1991-01-25,Stock_09,BUY,9,115.41669889081568,-1102.6044554210566
1991-01-25,Stock_11,BUY,5,136.24579188609775,-681.2289594304888
1991-01-25,Stock_13,BUY,9,110.8408498375377,-997.5676485378393
1991-01-25,Stock_14,BUY,7,138.1983003944812,-967.3881027613685
1991-01-25,FX_01,SELL,13,86.776711308286,1128.097247007718
1991-01-25,FX_05,SELL,52,90.1998976678865,4690.394678730098
1991-01-25,FX_06,SELL,10,106.14721035626854,1061.4721035626853
1991-01-28,FX_06,SELL,5,107.08236006248106,535.4118003124053
1991-01-31,Stock_01,BUY,5,98.5364978748977,-557.9406587939203
1991-01-31,Comm_01,SELL,5,267.0089502103318,1335.0447510516592
1991-02-01,Stock_01,BUY,12,100.25222487417874,-1366.7227336279655
1991-02-01,Stock_02,SELL,85,104.78059193831082,9578.07220421499
1991-02-01,Stock_05,BUY,11,98.87373492132303,-1235.6024981806581
1991-02-01,Stock_06,BUY,11,110.1494227200062,-1023.387423896396
1991-02-01,Stock_08,BUY,10,128.9297164982264,-1088.9757103048985
1991-02-01,Stock_09,BUY,9,117.57805929739756,-1138.0127567455452
1991-02-01,Stock_11,BUY,9,134.28954421105456,-1208.605897899491
1991-02-01,Stock_13,BUY,12,111.97768661621156,-1343.7322393945387
1991-02-01,Stock_14,BUY,9,137.7942286682498,-1240.1480580142481
1991-02-01,FX_01,SELL,23,84.46273984631608,1942.64301646527
1991-02-01,FX_05,BUY,23,88.0227326940491,-2024.5228519631291
1991-02-01,FX_06,BUY,53,107.54205556394557,-5699.728944889115
1991-02-04,FX_01,SELL,6,84.16349683749166,504.98098102495
1991-02-06,Stock_01,SELL,48,103.39118808514074,5617.299851429153
1991-02-06,Stock_05,SELL,49,102.59980479382928,5690.434888208956
1991-02-06,Stock_06,SELL,44,115.01687012180722,4213.028326565618
1991-02-06,Stock_08,SELL,38,133.48018016482808,4222.605783436571
1991-02-06,Stock_09,SELL,41,120.60395626956335,5379.770133904675
1991-02-06,Stock_11,SELL,34,134.40460232453938,4569.756479034339
1991-02-06,Stock_13,SELL,48,130.095912051952,6244.603778493696
1991-02-06,Stock_14,SELL,34,135.77375228151433,4616.307577571487
1991-02-06,FX_01,BUY,84,83.2492169924105,-6992.934227362482
1991-02-06,FX_05,SELL,78,88.34808821580222,6891.150880832573
1991-02-06,FX_06,BUY,32,108.79734775177216,-3481.5151280567093
1991-02-06,Idx_04,SELL,244,110.45992171578423,26952.220898651354
1991-02-11,Stock_01,SELL,49,103.21571379988788,5657.801466439647
1991-02-11,Stock_05,BUY,6,101.40213652682894,-680.6191425234077
1991-02-11,Stock_06,BUY,10,107.391187755372,-931.4907508237962
1991-02-11,Stock_08,BUY,10,121.11583492507032,-1050.5357317398814
1991-02-11,Stock_09,BUY,5,117.57805929739756,-602.9042840524775
1991-02-11,Stock_11,BUY,6,129.2263749597626,-775.3582497585757
1991-02-11,Stock_14,BUY,9,124.8197096670788,-1123.3773870037091
1991-02-11,Comm_01,BUY,6,222.84273633805552,-1337.0564180283332
1991-02-11,FX_01,SELL,9,86.73809930714735,780.6428937643261
1991-02-11,FX_05,SELL,37,89.39108249369421,3307.470052266686
1991-02-11,FX_06,SELL,6,102.55387572395864,615.3232543437518
1991-02-18,Stock_05,BUY,9,101.13598159678251,-1020.0414839060812
1991-02-18,Stock_06,BUY,10,103.15466108196898,-910.6191811151317
1991-02-18,Stock_08,BUY,8,117.89826589991712,-832.6171302205385
1991-02-18,Stock_09,SELL,47,106.3390155713672,5041.395748460976
1991-02-18,Stock_11,BUY,7,130.03188379714965,-910.2231865800475
1991-02-18,Stock_13,BUY,10,136.7747563897425,-1367.747563897425
1991-02-18,Stock_14,BUY,9,122.50632282037697,-1102.5569053833926
1991-02-18,FX_01,SELL,15,88.27707556438324,1324.1561334657486
1991-02-18,FX_05,BUY,8,89.23400162957002,-713.8720130365601
1991-02-18,FX_06,BUY,41,100.8695996973652,-4135.6535875919735
1991-02-19,Stock_14,SELL,54,122.29599827291815,6603.983906737581
1991-02-19,Idx_04,SELL,7,103.7420738480684,726.1945169364787
1991-02-22,Stock_01,BUY,62,106.1074989634594,-7425.193034980022
1991-02-22,FX_05,BUY,56,88.5992445548883,-4961.557695073745
1991-02-26,Stock_01,SELL,9,104.07945879382392,1059.2044478846783
1991-02-26,Stock_05,SELL,7,98.64086071825724,780.7772567735495
1991-02-26,Stock_06,SELL,9,103.0877927408011,814.0873484552891
1991-02-26,Stock_08,SELL,7,117.31463293216152,720.5622093093696
1991-02-26,Stock_11,SELL,6,126.00434888685008,756.0260933211005
1991-02-26,Stock_13,SELL,6,128.88800374079958,773.3280224447974
1991-02-26,Stock_15,BUY,65,86.68314766155659,-5634.404598001178
1991-02-26,FX_01,BUY,17,87.74477309432645,-1491.6611426035497
1991-02-26,FX_05,SELL,17,88.43572466251585,1503.4073192627695
1991-03-04,Stock_01,SELL,8,109.9608055667276,1000.3627212246363
1991-03-04,Stock_05,SELL,6,96.77782578200411,660.3234351630432
1991-03-04,Stock_06,SELL,7,106.71983748752938,638.7884976737172
1991-03-04,Stock_08,SELL,8,126.38313229030742,864.5557308361101
1991-03-04,Stock_10,BUY,39,126.04864607157356,-5590.264949062435
1991-03-04,Stock_11,SELL,6,127.27012728471942,763.6207637083165
1991-03-04,Stock_13,SELL,5,129.74066251476947,648.7033125738474
1991-03-04,Stock_15,SELL,8,86.01569452963247,688.1255562370598
1991-03-04,FX_01,BUY,11,85.50940651342113,-940.6034716476324
1991-03-04,FX_05,BUY,31,87.93674792848293,-2726.039185782971
1991-03-05,Stock_01,SELL,6,109.10902543445415,745.3827499902078
1991-03-05,Stock_05,SELL,6,97.14378158126584,663.6416994026858
1991-03-05,Stock_06,SELL,6,104.3107883604283,530.598941012989
1991-03-05,Stock_07,BUY,20,214.62186126498915,-4887.326614234972
1991-03-05,Stock_08,SELL,6,121.24912640588028,616.7593887548102
1991-03-05,Stock_10,SELL,5,125.4284862961545,714.0581761397685
1991-03-05,Stock_13,SELL,5,133.86162202121287,669.3081101060643
1991-03-05,Stock_15,SELL,7,85.26484283706651,596.8538998594656
1991-03-05,FX_01,BUY,9,84.77853367374844,-763.006803063736
1991-03-05,FX_05,BUY,23,87.82791828967402,-2020.0421206625024
1991-03-11,FX_05,SELL,5,89.33688083850377,446.68440419251885
1991-03-13,Stock_01,BUY,7,104.26196757918471,-811.5462022156603
1991-03-13,Stock_05,BUY,7,91.5879492371418,-712.8951630005706
1991-03-13,Stock_06,BUY,6,100.75289042076754,-528.2649623636369
1991-03-13,Stock_08,BUY,7,117.7464715166723,-720.2594810449452
1991-03-13,Stock_10,SELL,34,115.73839867163672,4375.681266406741
1991-03-13,Stock_13,BUY,5,123.98544035821718,-619.9272017910858
1991-03-13,Stock_15,BUY,10,78.1733465721729,-781.7334657217291
1991-03-13,FX_01,SELL,7,87.38623778062005,611.7036644643404
1991-03-13,FX_05,SELL,23,89.93126590472875,2068.419115808761
1991-03-15,Stock_01,BUY,6,104.03889007079536,-689.2650871173962
1991-03-15,Stock_05,BUY,7,91.3550832964213,-706.1062868390518
1991-03-15,Stock_06,BUY,7,98.78857443326844,-603.6067074778368
1991-03-15,Stock_07,BUY,5,221.7845804599762,-1224.4489221612089
1991-03-15,Stock_08,BUY,5,114.24382671078996,-498.5997367622837
1991-03-15,Stock_11,BUY,8,117.25882834234868,-938.0706267387894
1991-03-15,Stock_13,BUY,6,125.97488600691769,-755.8493160415061
1991-03-15,Stock_15,SELL,60,77.38076425953466,4642.845855572079
1991-03-15,FX_01,SELL,12,87.28694602019884,1047.443352242386
1991-03-15,FX_05,BUY,17,90.56506010414716,-1539.6060217705017
1991-03-21,Stock_01,BUY,9,107.64882315763646,-1068.3764558370517
