Date,Ticker,Action,Shares,Price,Total
1994-10-03,Stock_15,SELL,643,36.81469452691636,23671.848580807222
1994-10-03,Stock_14,BUY,9,179.22908039435035,-1613.0617235491532
1994-10-03,Idx_02,BUY,245,105.85630716260196,-25934.79525483748
1994-10-03,Comm_06,BUY,283,87.64577454426879,-24803.75419602807
1994-10-03,Comm_05,BUY,312,83.09241711207996,-25924.834138968945
1994-10-03,Stock_13,BUY,181,142.04931208245995,-25710.92548692525
1994-11-01,Stock_14,SELL,145,202.57107530469256,29372.80591918042
1994-11-01,Stock_13,SELL,181,149.9727441296744,27145.066687471066
1994-11-01,Idx_02,SELL,245,104.21862170270182,25533.562317161948
1994-11-01,Comm_05,SELL,312,78.20367072446798,24399.545266034012
1994-11-01,Comm_03,BUY,443,60.40574889174921,-26759.7467590449
1994-11-01,Stock_04,BUY,269,98.70082455499838,-26550.521805294564
1994-11-01,Stock_08,BUY,277,96.4132905087774,-26706.48147093134
1994-11-01,Stock_02,BUY,157,165.34075327370087,-25958.498263971036
1994-11-01,Comm_06,SELL,12,92.2740534184415,1107.288641021298
1994-12-01,Stock_02,SELL,157,140.87374728737691,22117.178324118177
1994-12-01,Stock_04,SELL,269,117.721800803274,31667.164416080705
1994-12-01,Comm_06,SELL,271,90.63411169100196,24561.84426826153
1994-12-01,Stock_08,SELL,277,84.73427865855066,23471.395188418534
1994-12-01,Comm_03,SELL,3,61.695550155401634,185.0866504662049
1994-12-01,Stock_05,BUY,321,79.07856011446984,-25384.21779674482
1994-12-01,Stock_01,BUY,199,129.03700333401142,-25678.363663468273
1994-12-01,Idx_03,BUY,199,132.0273490897278,-26273.442468855832
1994-12-01,Stock_14,BUY,154,168.32049143328166,-25921.355680725377
1995-01-02,Stock_01,SELL,199,127.64429654222486,25401.215011902746
1995-01-02,Stock_14,SELL,154,182.86525490811795,28161.249255850165
1995-01-02,Idx_03,SELL,199,136.04698882653358,27073.350776480183
1995-01-02,Stock_07,BUY,137,190.1542203464088,-26051.128187458005
1995-01-02,Comm_03,SELL,13,63.49589967453863,825.4466957690022
1995-01-02,Idx_01,BUY,374,66.62239968604315,-24916.77748258014
1995-01-02,Stock_05,BUY,20,77.93356429893463,-1558.6712859786926
1995-01-02,Stock_06,BUY,216,123.33920096394132,-26641.267408211326
1995-02-01,Idx_01,SELL,374,74.59052796659412,27896.857459506202
1995-02-01,Stock_06,SELL,216,118.33156719074358,25559.618513200614
1995-02-01,Stock_07,SELL,137,191.66638238426145,26258.294386643818
1995-02-01,Stock_05,SELL,341,83.6667396231759,28530.358211502982
1995-02-01,Comm_03,BUY,71,54.74942876920328,-3887.2094426134327
1995-02-01,Stock_15,BUY,1049,26.736782860303897,-28046.88522045879
1995-02-01,Stock_12,BUY,238,114.63082629542323,-27282.13665831073
1995-02-01,Stock_10,BUY,147,185.21865162725112,-27227.141789205914
1995-03-01,Stock_10,SELL,147,175.95772512146155,25865.78559285485
1995-03-01,Stock_12,SELL,238,104.60149292342878,24895.15531577605
1995-03-01,Stock_15,BUY,199,18.029536113875004,-3587.8776866611256
1995-03-01,Comm_03,BUY,12,46.66129168324247,-559.9355001989096
1995-03-01,Comm_04,BUY,741,32.517481689067075,-24095.453931598702
1995-03-01,Stock_07,BUY,96,245.72611910861096,-23589.70743442665
1995-04-03,Comm_03,SELL,510,42.48287076392042,21666.26408959941
1995-04-03,Stock_07,BUY,22,200.17230320199693,-4403.790670443932
1995-04-03,Comm_04,SELL,174,39.602501736585815,6890.835302165931
1995-04-03,Stock_15,BUY,81,17.56386048907702,-1422.6726996152386
1995-04-03,Idx_03,BUY,193,124.15839333377754,-23962.569913419065
1995-05-01,Comm_04,SELL,567,30.87964609100587,17508.75933360033
1995-05-01,Stock_15,SELL,1329,22.659926925449906,30115.042883922924
1995-05-01,Idx_03,SELL,193,124.13600628405176,23958.24921282199
1995-05-01,Stock_12,BUY,285,86.91499189249066,-24770.772689359837
1995-05-01,Stock_07,SELL,8,218.69621956372268,1749.5697565097814
1995-05-01,Stock_09,BUY,155,160.27314733427912,-24842.33783681326
1995-05-01,Stock_03,BUY,144,169.64185467438725,-24428.427073111765
1995-06-01,Stock_09,SELL,155,139.98639824368385,21697.891727770995
1995-06-01,Stock_07,SELL,110,193.4620701268045,21280.827713948493
1995-06-01,Stock_12,SELL,285,98.71217684926648,28132.970402040948
1995-06-01,Stock_15,BUY,902,24.540200578587527,-22135.26092188595
1995-06-01,Comm_03,BUY,458,50.06045703178936,-22927.689320559526
1995-06-01,Idx_01,BUY,372,71.53607675191111,-26611.420551710933
1995-06-01,Stock_03,BUY,4,155.7781581563104,-623.1126326252416
1995-07-03,Stock_03,SELL,148,169.32764917195945,25060.49207745
1995-07-03,Stock_15,SELL,902,25.76150024364916,23236.873219771544
1995-07-03,Comm_03,SELL,458,62.08517922209287,28435.012083718535
1995-07-03,Comm_04,BUY,605,38.571953445810976,-23336.03183471564
1995-07-03,Stock_12,BUY,240,101.40753293859724,-24337.807905263337
1995-07-03,Stock_14,BUY,151,160.7872876310849,-24278.88043229382
1995-07-03,Idx_01,BUY,4,66.5781312981977,-266.3125251927908
1995-07-03,Stock_10,BUY,150,160.72799946048912,-24109.199919073366
1995-08-01,Idx_01,SELL,376,85.74590840369865,32240.461559790692
1995-08-01,Stock_14,SELL,151,177.1181546392427,26744.841350525647
1995-08-01,Stock_12,SELL,240,100.7949617911819,24190.790829883656
1995-08-01,Stock_11,BUY,131,207.3342195612708,-27160.782762526476
1995-08-01,Stock_10,BUY,26,154.53480335583407,-4017.904887251686
1995-08-01,Comm_04,SELL,21,47.4788354151888,997.0555437189647
1995-08-01,Stock_01,BUY,270,101.96402311291382,-27530.28624048673
1995-09-01,Comm_04,SELL,584,51.10415794278727,29844.828238587765
1995-09-01,Stock_11,SELL,131,218.32263582618185,28600.265293229822
1995-09-01,Stock_10,SELL,176,154.82972902857577,27250.032309029335
1995-09-01,Idx_01,BUY,495,53.20938635047629,-26338.64624348576
1995-09-01,Stock_13,BUY,259,108.38736405542066,-28072.32729035395
1995-09-01,Stock_01,SELL,4,105.74045489767366,422.96181959069463
1995-09-01,Stock_06,BUY,236,117.5987233226172,-27753.298704137662
1995-10-02,Stock_01,SELL,266,106.9708246825546,28454.239365559526
1995-10-02,Stock_06,SELL,236,119.53186581298824,28209.520331865224
1995-10-02,Stock_13,SELL,259,107.44709059179256,27828.796463274273
1995-10-02,Idx_01,BUY,23,54.80301031792014,-1260.4692373121632
1995-10-02,Stock_15,BUY,871,33.27256787685233,-28980.406620738377
1995-10-02,Stock_07,BUY,123,232.72160541082445,-28624.75746553141
1995-10-02,Stock_03,BUY,178,155.8275331269374,-27737.300896594857
1995-10-02,Stock_02,BUY,232,118.61531082414432,-27518.75211120148
1995-11-01,Stock_03,SELL,178,169.2453323886155,30125.66916517356
1995-11-01,Stock_15,SELL,871,29.72184368832381,25887.72585253004
1995-11-01,Stock_02,BUY,20,114.97869000165856,-2299.573800033171
1995-11-01,Idx_04,BUY,221,130.0231263679115,-28735.11092730844
1995-11-01,Idx_01,SELL,71,57.99026247447371,4117.308635687634
1995-11-01,Comm_03,BUY,465,60.01611982505798,-27907.49571865196
1995-11-01,Stock_07,BUY,7,214.26662779221712,-1499.8663945455198
1995-12-01,Idx_01,SELL,447,75.52013878135368,33757.5020352651
1995-12-01,Stock_02,SELL,252,122.54000636535652,30880.08160406984
1995-12-01,Idx_04,SELL,221,141.2367166934527,31213.31438925305
1995-12-01,Stock_07,SELL,130,236.9804156967544,30807.45404057807
1995-12-01,Stock_13,BUY,416,74.74282418724358,-31093.01486189333
1995-12-01,Comm_04,BUY,546,55.68641910914815,-30404.784833594887
1995-12-01,Stock_09,BUY,216,143.62072006956467,-31022.075535025968
1995-12-01,Comm_03,BUY,11,62.958485043957424,-692.5433354835317
1995-12-01,FX_01,BUY,249,124.20293210541206,-30926.530094247602
1996-01-01,Comm_04,SELL,546,67.24328365124232,36714.83287357831
1996-01-01,Stock_09,SELL,216,168.39114105091193,36372.486466996976
1996-01-01,Comm_03,SELL,476,69.58215867684999,33121.10753018059
1996-01-01,FX_01,SELL,249,127.3753367289362,31716.458845505116
1996-01-01,Idx_01,BUY,551,53.74059433962424,-29611.067481132955
1996-01-01,Idx_04,BUY,226,151.629884288802,-34268.35384926925
1996-01-01,Stock_13,BUY,7,82.74365725040252,-579.2056007528176
1996-01-01,Stock_08,BUY,319,108.0015221788292,-34452.485575046514
1996-01-01,Stock_03,BUY,190,179.6967579052958,-34142.384002006205
1996-02-01,Idx_04,SELL,226,159.7803062593784,36110.34921461951
1996-02-01,Stock_13,SELL,423,91.6334874755242,38760.96520214674
1996-02-01,Stock_03,SELL,190,192.33955635380943,36544.51570722379
1996-02-01,Stock_08,SELL,319,115.68105352198968,36902.256073514705
1996-02-01,Idx_01,BUY,191,52.54537319779197,-10036.166280778265
1996-02-01,Comm_04,BUY,587,62.78984047278659,-36857.63635752573
1996-02-01,Stock_04,BUY,251,150.09357143947383,-37673.48643130793
1996-02-01,Stock_07,BUY,130,277.0134818462037,-36011.75264000648
1996-03-01,Comm_04,SELL,587,53.82775016751603,31596.889348331908
1996-03-01,Stock_04,SELL,251,153.57170614410057,38546.49824216925
1996-03-01,Stock_07,SELL,130,276.06709896301885,35888.72286519245
1996-03-01,Stock_09,BUY,192,186.2544011603429,-35760.845022785834
1996-03-01,Stock_02,BUY,249,142.49923421473764,-35482.30931946967
1996-03-01,Idx_04,BUY,210,169.4033216781788,-35574.69755241755
1996-04-01,Stock_02,SELL,249,138.69241232568112,34534.4106690946
1996-04-01,Idx_04,SELL,210,163.96191770145722,34432.002717306015
1996-04-01,Stock_09,SELL,192,172.67832286941146,33154.237990927
1996-04-01,Idx_01,SELL,39,49.93359741823183,1947.4102993110412
1996-04-01,Stock_13,BUY,348,100.86521793301526,-35101.09584068931
1996-04-01,Idx_02,BUY,301,115.43581600034628,-34746.18061610423
1996-04-01,Stock_06,BUY,271,129.0203184899128,-34964.50631076637
1996-05-01,Stock_06,SELL,271,128.96864712602348,34950.503371152365
1996-05-01,Stock_13,SELL,348,98.81222792993952,34386.655319618956
1996-05-01,Idx_02,SELL,301,114.85117120817624,34570.202533661046
1996-05-01,Idx_01,SELL,120,64.7631696131924,7771.580353583088
1996-05-01,Comm_06,BUY,311,116.61807839570066,-36268.22238106291
1996-05-01,Comm_04,BUY,628,57.06661873139905,-35837.836563318604
1996-05-01,Stock_02,BUY,300,123.11702244759417,-36935.10673427825
1996-05-01,Stock_04,BUY,214,170.62519967375,-36513.7927301825
1996-06-03,Stock_02,SELL,300,122.99845149503696,36899.53544851109
1996-06-03,Comm_04,SELL,628,55.35516909379178,34763.04619090124
1996-06-03,Stock_04,SELL,214,203.173358657652,43479.098752737526
1996-06-03,Idx_01,BUY,166,43.780435044351975,-7267.552217362428
1996-06-03,Comm_06,BUY,43,96.1370239288291,-4133.892028939651
1996-06-03,Stock_15,BUY,784,44.3717010123645,-34787.41359369377
1996-06-03,Stock_13,BUY,313,111.42470102131747,-34875.93141967237
1996-07-01,Idx_01,SELL,749,49.490926204774766,37068.7037273763
1996-07-01,Stock_13,SELL,313,104.81401715265066,32806.78736877966
1996-07-01,Comm_06,BUY,11,94.64286369663746,-1041.071500663012
1996-07-01,Stock_15,SELL,41,47.73620091594254,1957.1842375536442
1996-07-01,FX_04,BUY,433,82.15446455090856,-35572.88315054341
1996-07-01,Stock_05,BUY,345,103.33619458352037,-35650.98713131453
1996-08-01,Stock_15,SELL,743,50.616515589332536,37608.07108287408
1996-08-01,Stock_05,SELL,345,104.80833796231232,36158.876596997754
1996-08-01,Idx_01,BUY,774,44.40017558752501,-34365.73590474436
1996-08-01,Stock_13,BUY,402,89.41810172386519,-35946.076892993806
1996-08-01,Comm_06,BUY,3,98.6151647676777,-295.8454943030331
1996-08-01,Idx_03,BUY,226,158.3564101316732,-35788.54868975814
1996-08-01,FX_04,SELL,13,85.33752581784691,1109.38783563201
1996-09-02,Idx_01,SELL,774,51.48295721949607,39847.80888788996
1996-09-02,Comm_06,SELL,368,106.01311966727832,39012.82803755842
1996-09-02,Idx_03,SELL,226,157.1592101959524,35517.98150428524
1996-09-02,Stock_13,BUY,61,79.64124554253821,-4858.115978094831
1996-09-02,Stock_04,BUY,199,188.66244333476084,-37543.826223617405
1996-09-02,Stock_15,BUY,748,49.784695907954735,-37238.952539150145
1996-09-02,FX_04,BUY,17,85.61838290616727,-1455.5125094048435
1996-10-01,Stock_13,SELL,463,80.61545368756039,37324.95505734046
1996-10-01,Stock_15,SELL,748,49.66054870611747,37146.090432175864
1996-10-01,FX_04,SELL,437,84.42048616728339,36891.75245510284
1996-10-01,Idx_01,BUY,865,40.6817154418235,-35189.683857177326
1996-10-01,Comm_06,BUY,320,116.03498577940886,-37131.195449410836
1996-10-01,Idx_03,BUY,229,160.75078694745085,-36811.930210966246
1996-10-01,Stock_04,SELL,10,196.0024021377131,1960.0240213771308
1996-10-01,Idx_04,BUY,210,173.34470306483496,-36402.387643615344
1996-11-01,Stock_04,SELL,189,187.95638116514908,35523.75604021318
1996-11-01,Idx_04,SELL,210,196.17672996999488,41197.11329369892
1996-11-01,Idx_03,SELL,229,163.4737530862888,37435.48945676014
1996-11-01,Idx_01,BUY,55,43.780435044351975,-2407.9239274393585
1996-11-01,Stock_05,BUY,393,97.44762106835265,-38296.91507986259
1996-11-01,Stock_07,BUY,122,310.8817504728079,-37927.57355768256
1996-11-01,Comm_06,BUY,7,116.65452376951264,-816.5816663865885
1996-12-02,Comm_06,SELL,327,110.05831148594253,35989.0678559032
1996-12-02,Stock_07,SELL,122,327.6835702959708,39977.395576108436
1996-12-02,Idx_01,SELL,28,41.34572859450781,1157.6804006462187
1996-12-02,Stock_04,BUY,173,218.0979637795107,-37730.947733855355
1996-12-02,Comm_03,BUY,491,77.91213414039746,-38254.857862935154
1996-12-02,Comm_05,BUY,394,97.06025287006476,-38241.73963080552
1997-01-01,Stock_04,SELL,173,248.1969317831135,42938.06919847864
1997-01-01,Comm_03,SELL,491,85.62407534721535,42041.42099548274
1997-01-01,Stock_05,SELL,393,96.67065490075645,37991.567375997285
1997-01-01,Comm_05,SELL,394,103.914239014139,40942.21017157077
1997-01-01,Idx_01,BUY,21,51.615758161366585,-1083.9309213886984
1997-01-01,Idx_02,BUY,278,147.03349506402975,-40875.31162780027
1997-01-01,Idx_03,BUY,235,174.19854477260083,-40936.6580215612
1997-01-01,Stock_13,BUY,418,97.420490126588,-40721.76487291379
1997-01-01,Idx_04,BUY,209,195.74105513370552,-40909.880522944455
1997-02-03,Idx_01,SELL,913,91.19079345871457,83257.1944278064
1997-02-03,Stock_13,SELL,418,95.22854259359777,39805.53080412387
1997-02-03,Idx_03,SELL,235,167.8407840401316,39442.584249430925
1997-02-03,Comm_04,BUY,995,48.14133105836789,-47900.62440307605
1997-02-03,Idx_04,BUY,70,169.50049534784696,-11865.034674349288
1997-02-03,Stock_10,BUY,234,198.2293870779679,-46385.67657624449
1997-02-03,Idx_02,BUY,39,145.66210469667195,-5680.822083170206
1997-02-03,Comm_05,BUY,444,103.49196281181352,-45950.4314884452
1997-03-03,Idx_04,SELL,279,170.08829068758942,47454.63310183745
1997-03-03,Stock_10,SELL,234,196.09304201944408,45885.771832549915
1997-03-03,Comm_05,SELL,444,98.27838321458871,43635.60214727739
1997-03-03,Comm_04,SELL,26,49.22708768503546,1279.904279810922
1997-03-03,Stock_15,BUY,813,59.170544032315874,-48105.652298272806
1997-03-03,Comm_06,BUY,470,100.1457703736813,-47068.51207563021
1997-03-03,Idx_02,BUY,8,146.73536909816212,-1173.882952785297
1997-04-01,Comm_06,SELL,470,104.40962331365075,49072.52295741586
1997-04-01,Stock_15,SELL,813,64.03893762142849,52063.65628622136
1997-04-01,Idx_02,SELL,325,140.892184830998,45789.96007007435
1997-04-01,Comm_04,BUY,26,50.40485966736878,-1310.5263513515883
1997-04-01,Idx_01,BUY,689,74.72332468679883,-51484.3707092044
1997-04-01,Stock_13,BUY,494,115.70881315281636,-57160.15369749128
1997-04-01,Stock_14,BUY,128,376.4882669649808,-48190.498171517545
1997-05-01,Idx_01,SELL,689,55.46701924893864,38216.776262518724
1997-05-01,Comm_04,SELL,995,54.10379184697968,53833.27288774478
1997-05-01,Stock_13,SELL,85,116.13418604755614,9871.405814042271
1997-05-01,Comm_06,BUY,384,122.74052306284833,-47132.36085613376
1997-05-01,Stock_14,SELL,12,399.7583917204744,4797.100700645693
1997-05-01,Stock_15,BUY,749,61.66854507850642,-46189.74026380131
1997-05-01,Stock_06,BUY,283,166.26984941042787,-47054.36738315109
1997-06-02,Stock_06,SELL,283,167.130431585949,47297.912138823565
1997-06-02,Stock_15,SELL,749,53.99958255451149,40445.68733332911
1997-06-02,Stock_13,SELL,33,120.17550717793368,3965.7917368718113
1997-06-02,Stock_14,BUY,6,369.2591211508646,-2215.5547269051876
1997-06-02,Stock_10,BUY,242,185.43582732423,-44875.47021246366
